Epoch,Dataset,Recall,Precision,TopKAcc
293,Cajanus_cajan_5e3,0.9477,0.9766,0.8503
293,Glycine_max_5e3,0.9581,0.9822,0.8970
293,Gossypium_raimondii_5e3,0.8896,0.9542,0.8159
293,Lactuca_sativa_5e3,0.9245,0.9691,0.8773
293,Medicago_truncatula_5e3,0.9621,0.9833,0.8862
293,Pisum_sativum_5e3,0.9254,0.9689,0.8290
293,Theobroma_cacao_5e3,0.9530,0.9801,0.8706
294,Brachypodium_distachyon_5e3,0.8660,0.9633,0.8319
294,Brassica_juncea_5e3,0.8099,0.9176,0.7770
294,Brassica_napus_5e3,0.8349,0.9385,0.8093
294,Cajanus_cajan_5e3,0.9464,0.9811,0.8496
294,Glycine_max_5e3,0.9573,0.9852,0.8967
294,Gossypium_raimondii_5e3,0.8877,0.9559,0.8171
294,Lactuca_sativa_5e3,0.9223,0.9747,0.8776
294,Medicago_truncatula_5e3,0.9614,0.9860,0.8860
294,Pisum_sativum_5e3,0.9238,0.9719,0.8289
294,Theobroma_cacao_5e3,0.9534,0.9807,0.8712
295,Brachypodium_distachyon_5e3,0.8638,0.9591,0.8323
295,Brassica_juncea_5e3,0.8195,0.8987,0.7808
295,Brassica_napus_5e3,0.8391,0.9306,0.8099
295,Cajanus_cajan_5e3,0.9517,0.9724,0.8494
295,Glycine_max_5e3,0.9584,0.9837,0.8969
295,Gossypium_raimondii_5e3,0.8872,0.9580,0.8157
295,Lactuca_sativa_5e3,0.9229,0.9727,0.8774
295,Medicago_truncatula_5e3,0.9614,0.9861,0.8862
295,Pisum_sativum_5e3,0.9300,0.9655,0.8287
295,Theobroma_cacao_5e3,0.9567,0.9774,0.8708
296,Brachypodium_distachyon_5e3,0.8615,0.9702,0.8322
296,Brassica_juncea_5e3,0.8186,0.9071,0.7804
296,Brassica_napus_5e3,0.8349,0.9410,0.8089
296,Cajanus_cajan_5e3,0.9482,0.9794,0.8496
296,Glycine_max_5e3,0.9569,0.9868,0.8969
296,Gossypium_raimondii_5e3,0.8854,0.9665,0.8164
296,Lactuca_sativa_5e3,0.9220,0.9768,0.8775
296,Medicago_truncatula_5e3,0.9609,0.9866,0.8859
296,Pisum_sativum_5e3,0.9256,0.9712,0.8288
296,Theobroma_cacao_5e3,0.9535,0.9796,0.8708
297,Brachypodium_distachyon_5e3,0.8615,0.9709,0.8321
297,Brassica_juncea_5e3,0.8105,0.9157,0.7773
297,Brassica_napus_5e3,0.8357,0.9392,0.8093
297,Cajanus_cajan_5e3,0.9509,0.9758,0.8501
297,Glycine_max_5e3,0.9570,0.9866,0.8964
297,Gossypium_raimondii_5e3,0.8864,0.9617,0.8165
297,Lactuca_sativa_5e3,0.9226,0.9764,0.8783
297,Medicago_truncatula_5e3,0.9617,0.9850,0.8859
297,Pisum_sativum_5e3,0.9260,0.9730,0.8291
297,Theobroma_cacao_5e3,0.9568,0.9775,0.8709
298,Brachypodium_distachyon_5e3,0.8659,0.9577,0.8328
298,Brassica_juncea_5e3,0.8233,0.8934,0.7798
298,Brassica_napus_5e3,0.8416,0.9219,0.8109
298,Cajanus_cajan_5e3,0.9514,0.9694,0.8496
298,Glycine_max_5e3,0.9583,0.9830,0.8972
298,Gossypium_raimondii_5e3,0.8923,0.9465,0.8168
298,Lactuca_sativa_5e3,0.9244,0.9722,0.8778
298,Medicago_truncatula_5e3,0.9618,0.9843,0.8861
298,Pisum_sativum_5e3,0.9300,0.9649,0.8293
298,Theobroma_cacao_5e3,0.9573,0.9721,0.8706
299,Brachypodium_distachyon_5e3,0.8642,0.9642,0.8325
299,Brassica_juncea_5e3,0.8068,0.9187,0.7810
299,Brassica_napus_5e3,0.8366,0.9400,0.8100
299,Cajanus_cajan_5e3,0.9499,0.9770,0.8497
299,Glycine_max_5e3,0.9573,0.9857,0.8965
299,Gossypium_raimondii_5e3,0.8907,0.9525,0.8155
299,Lactuca_sativa_5e3,0.9223,0.9777,0.8780
299,Medicago_truncatula_5e3,0.9614,0.9863,0.8862
299,Pisum_sativum_5e3,0.9262,0.9713,0.8290
299,Theobroma_cacao_5e3,0.9571,0.9772,0.8715
300,Brachypodium_distachyon_5e3,0.8680,0.9522,0.8329
300,Brassica_juncea_5e3,0.8165,0.8992,0.7773
300,Brassica_napus_5e3,0.8396,0.9249,0.8091
300,Cajanus_cajan_5e3,0.9517,0.9715,0.8498
300,Glycine_max_5e3,0.9589,0.9815,0.8967
300,Gossypium_raimondii_5e3,0.8908,0.9468,0.8165
300,Lactuca_sativa_5e3,0.9248,0.9654,0.8777
300,Medicago_truncatula_5e3,0.9628,0.9811,0.8860
300,Pisum_sativum_5e3,0.9256,0.9656,0.8284
300,Theobroma_cacao_5e3,0.9546,0.9745,0.8700
300,Brachypodium_distachyon_5e3,0.8692,0.9665,0.8352
300,Brassica_juncea_5e3,0.8215,0.9182,0.7848
300,Brassica_napus_5e3,0.8456,0.9376,0.8144
300,Cajanus_cajan_5e3,0.9506,0.9780,0.8509
300,Glycine_max_5e3,0.9597,0.9869,0.8980
300,Gossypium_raimondii_5e3,0.8931,0.9605,0.8179
300,Lactuca_sativa_5e3,0.9266,0.9765,0.8800
300,Medicago_truncatula_5e3,0.9640,0.9868,0.8871
300,Pisum_sativum_5e3,0.9299,0.9713,0.8314
300,Theobroma_cacao_5e3,0.9551,0.9818,0.8719
301,Brachypodium_distachyon_5e3,0.8722,0.9618,0.8366
301,Brassica_juncea_5e3,0.8259,0.9071,0.7863
301,Brassica_napus_5e3,0.8502,0.9337,0.8166
301,Cajanus_cajan_5e3,0.9524,0.9776,0.8512
301,Glycine_max_5e3,0.9609,0.9857,0.8981
301,Gossypium_raimondii_5e3,0.8937,0.9635,0.8201
301,Lactuca_sativa_5e3,0.9285,0.9749,0.8803
301,Medicago_truncatula_5e3,0.9650,0.9864,0.8878
301,Pisum_sativum_5e3,0.9324,0.9696,0.8319
301,Theobroma_cacao_5e3,0.9577,0.9788,0.8720
302,Brachypodium_distachyon_5e3,0.8749,0.9524,0.8390
302,Brassica_juncea_5e3,0.8303,0.8957,0.7894
302,Brassica_napus_5e3,0.8561,0.9254,0.8205
302,Cajanus_cajan_5e3,0.9558,0.9719,0.8522
302,Glycine_max_5e3,0.9620,0.9822,0.8988
302,Gossypium_raimondii_5e3,0.9002,0.9527,0.8230
302,Lactuca_sativa_5e3,0.9313,0.9680,0.8824
302,Medicago_truncatula_5e3,0.9670,0.9832,0.8885
302,Pisum_sativum_5e3,0.9330,0.9667,0.8333
302,Theobroma_cacao_5e3,0.9603,0.9765,0.8741
303,Brachypodium_distachyon_5e3,0.8729,0.9597,0.8379
303,Brassica_juncea_5e3,0.8255,0.9072,0.7883
303,Brassica_napus_5e3,0.8537,0.9322,0.8198
303,Cajanus_cajan_5e3,0.9550,0.9752,0.8520
303,Glycine_max_5e3,0.9613,0.9833,0.8986
303,Gossypium_raimondii_5e3,0.8984,0.9561,0.8233
303,Lactuca_sativa_5e3,0.9302,0.9710,0.8821
303,Medicago_truncatula_5e3,0.9658,0.9854,0.8883
303,Pisum_sativum_5e3,0.9315,0.9707,0.8335
303,Theobroma_cacao_5e3,0.9585,0.9787,0.8736
304,Brachypodium_distachyon_5e3,0.8730,0.9585,0.8383
304,Brassica_juncea_5e3,0.8278,0.9010,0.7891
304,Brassica_napus_5e3,0.8554,0.9260,0.8197
304,Cajanus_cajan_5e3,0.9541,0.9746,0.8526
304,Glycine_max_5e3,0.9614,0.9830,0.8988
304,Gossypium_raimondii_5e3,0.9021,0.9488,0.8238
304,Lactuca_sativa_5e3,0.9301,0.9715,0.8818
304,Medicago_truncatula_5e3,0.9662,0.9851,0.8884
304,Pisum_sativum_5e3,0.9342,0.9660,0.8334
304,Theobroma_cacao_5e3,0.9597,0.9769,0.8733
305,Brachypodium_distachyon_5e3,0.8731,0.9545,0.8386
305,Brassica_juncea_5e3,0.8271,0.9110,0.7864
305,Brassica_napus_5e3,0.8533,0.9291,0.8204
305,Cajanus_cajan_5e3,0.9545,0.9740,0.8523
305,Glycine_max_5e3,0.9615,0.9837,0.8987
305,Gossypium_raimondii_5e3,0.9011,0.9537,0.8220
305,Lactuca_sativa_5e3,0.9298,0.9715,0.8821
305,Medicago_truncatula_5e3,0.9658,0.9853,0.8884
305,Pisum_sativum_5e3,0.9340,0.9667,0.8337
305,Theobroma_cacao_5e3,0.9612,0.9762,0.8736
306,Brachypodium_distachyon_5e3,0.8722,0.9587,0.8391
306,Brassica_juncea_5e3,0.8255,0.9081,0.7872
306,Brassica_napus_5e3,0.8521,0.9352,0.8208
306,Cajanus_cajan_5e3,0.9518,0.9773,0.8524
306,Glycine_max_5e3,0.9613,0.9841,0.8984
306,Gossypium_raimondii_5e3,0.8990,0.9557,0.8226
306,Lactuca_sativa_5e3,0.9293,0.9737,0.8820
306,Medicago_truncatula_5e3,0.9652,0.9860,0.8885
306,Pisum_sativum_5e3,0.9330,0.9681,0.8334
306,Theobroma_cacao_5e3,0.9579,0.9778,0.8726
307,Brachypodium_distachyon_5e3,0.8748,0.9512,0.8381
307,Brassica_juncea_5e3,0.8303,0.8969,0.7917
307,Brassica_napus_5e3,0.8551,0.9226,0.8195
307,Cajanus_cajan_5e3,0.9546,0.9715,0.8520
307,Glycine_max_5e3,0.9618,0.9822,0.8986
307,Gossypium_raimondii_5e3,0.9024,0.9519,0.8226
307,Lactuca_sativa_5e3,0.9304,0.9702,0.8819
307,Medicago_truncatula_5e3,0.9661,0.9850,0.8886
307,Pisum_sativum_5e3,0.9362,0.9647,0.8339
307,Theobroma_cacao_5e3,0.9591,0.9766,0.8735
308,Brachypodium_distachyon_5e3,0.8727,0.9569,0.8388
308,Brassica_juncea_5e3,0.8231,0.9139,0.7892
308,Brassica_napus_5e3,0.8538,0.9331,0.8212
308,Cajanus_cajan_5e3,0.9531,0.9753,0.8523
308,Glycine_max_5e3,0.9612,0.9838,0.8989
308,Gossypium_raimondii_5e3,0.8985,0.9547,0.8239
308,Lactuca_sativa_5e3,0.9299,0.9714,0.8821
308,Medicago_truncatula_5e3,0.9662,0.9846,0.8887
308,Pisum_sativum_5e3,0.9320,0.9689,0.8332
308,Theobroma_cacao_5e3,0.9588,0.9787,0.8731
309,Brachypodium_distachyon_5e3,0.8744,0.9535,0.8384
309,Brassica_juncea_5e3,0.8286,0.9059,0.7880
309,Brassica_napus_5e3,0.8550,0.9233,0.8207
309,Cajanus_cajan_5e3,0.9538,0.9742,0.8524
309,Glycine_max_5e3,0.9620,0.9821,0.8987
309,Gossypium_raimondii_5e3,0.9032,0.9514,0.8225
309,Lactuca_sativa_5e3,0.9300,0.9707,0.8821
309,Medicago_truncatula_5e3,0.9661,0.9844,0.8884
309,Pisum_sativum_5e3,0.9373,0.9627,0.8335
309,Theobroma_cacao_5e3,0.9605,0.9768,0.8736
310,Brachypodium_distachyon_5e3,0.8736,0.9584,0.8383
310,Brassica_juncea_5e3,0.8296,0.9086,0.7870
310,Brassica_napus_5e3,0.8533,0.9297,0.8201
310,Cajanus_cajan_5e3,0.9527,0.9756,0.8526
310,Glycine_max_5e3,0.9612,0.9836,0.8985
310,Gossypium_raimondii_5e3,0.8984,0.9580,0.8229
310,Lactuca_sativa_5e3,0.9308,0.9711,0.8825
310,Medicago_truncatula_5e3,0.9661,0.9850,0.8886
310,Pisum_sativum_5e3,0.9345,0.9674,0.8335
310,Theobroma_cacao_5e3,0.9611,0.9751,0.8739
311,Brachypodium_distachyon_5e3,0.8728,0.9612,0.8382
311,Brassica_juncea_5e3,0.8239,0.9129,0.7857
311,Brassica_napus_5e3,0.8516,0.9355,0.8209
311,Cajanus_cajan_5e3,0.9544,0.9757,0.8524
311,Glycine_max_5e3,0.9610,0.9849,0.8986
311,Gossypium_raimondii_5e3,0.8978,0.9624,0.8237
311,Lactuca_sativa_5e3,0.9291,0.9741,0.8824
311,Medicago_truncatula_5e3,0.9657,0.9855,0.8884
311,Pisum_sativum_5e3,0.9341,0.9676,0.8336
311,Theobroma_cacao_5e3,0.9588,0.9784,0.8733
312,Brachypodium_distachyon_5e3,0.8726,0.9601,0.8388
312,Brassica_juncea_5e3,0.8281,0.9091,0.7869
312,Brassica_napus_5e3,0.8534,0.9338,0.8205
312,Cajanus_cajan_5e3,0.9513,0.9793,0.8527
312,Glycine_max_5e3,0.9612,0.9845,0.8985
312,Gossypium_raimondii_5e3,0.8963,0.9612,0.8233
312,Lactuca_sativa_5e3,0.9303,0.9720,0.8823
312,Medicago_truncatula_5e3,0.9659,0.9851,0.8886
312,Pisum_sativum_5e3,0.9302,0.9714,0.8334
312,Theobroma_cacao_5e3,0.9566,0.9815,0.8734
313,Brachypodium_distachyon_5e3,0.8736,0.9521,0.8383
313,Brassica_juncea_5e3,0.8365,0.8922,0.7885
313,Brassica_napus_5e3,0.8568,0.9233,0.8211
313,Cajanus_cajan_5e3,0.9556,0.9716,0.8526
313,Glycine_max_5e3,0.9622,0.9817,0.8987
313,Gossypium_raimondii_5e3,0.9032,0.9506,0.8232
313,Lactuca_sativa_5e3,0.9307,0.9687,0.8817
313,Medicago_truncatula_5e3,0.9669,0.9839,0.8886
313,Pisum_sativum_5e3,0.9370,0.9636,0.8334
313,Theobroma_cacao_5e3,0.9616,0.9752,0.8732
314,Brachypodium_distachyon_5e3,0.8732,0.9586,0.8384
314,Brassica_juncea_5e3,0.8268,0.9005,0.7877
314,Brassica_napus_5e3,0.8548,0.9296,0.8209
314,Cajanus_cajan_5e3,0.9536,0.9746,0.8520
314,Glycine_max_5e3,0.9616,0.9831,0.8990
314,Gossypium_raimondii_5e3,0.9000,0.9558,0.8225
314,Lactuca_sativa_5e3,0.9306,0.9708,0.8820
314,Medicago_truncatula_5e3,0.9662,0.9845,0.8884
314,Pisum_sativum_5e3,0.9346,0.9656,0.8331
314,Theobroma_cacao_5e3,0.9604,0.9755,0.8732
315,Brachypodium_distachyon_5e3,0.8740,0.9541,0.8379
315,Brassica_juncea_5e3,0.8252,0.9025,0.7873
315,Brassica_napus_5e3,0.8550,0.9270,0.8206
315,Cajanus_cajan_5e3,0.9533,0.9730,0.8523
315,Glycine_max_5e3,0.9615,0.9827,0.8987
315,Gossypium_raimondii_5e3,0.8968,0.9538,0.8219
315,Lactuca_sativa_5e3,0.9311,0.9688,0.8821
315,Medicago_truncatula_5e3,0.9667,0.9834,0.8886
315,Pisum_sativum_5e3,0.9351,0.9665,0.8339
315,Theobroma_cacao_5e3,0.9611,0.9757,0.8740
316,Brachypodium_distachyon_5e3,0.8740,0.9560,0.8391
316,Brassica_juncea_5e3,0.8317,0.9087,0.7870
316,Brassica_napus_5e3,0.8552,0.9239,0.8206
316,Cajanus_cajan_5e3,0.9529,0.9757,0.8522
316,Glycine_max_5e3,0.9619,0.9829,0.8988
316,Gossypium_raimondii_5e3,0.8979,0.9525,0.8222
316,Lactuca_sativa_5e3,0.9302,0.9705,0.8822
316,Medicago_truncatula_5e3,0.9665,0.9841,0.8886
316,Pisum_sativum_5e3,0.9339,0.9668,0.8336
316,Theobroma_cacao_5e3,0.9587,0.9774,0.8723
317,Brachypodium_distachyon_5e3,0.8722,0.9555,0.8383
317,Brassica_juncea_5e3,0.8321,0.8951,0.7882
317,Brassica_napus_5e3,0.8539,0.9280,0.8205
317,Cajanus_cajan_5e3,0.9532,0.9743,0.8518
317,Glycine_max_5e3,0.9615,0.9828,0.8987
317,Gossypium_raimondii_5e3,0.8955,0.9575,0.8218
317,Lactuca_sativa_5e3,0.9302,0.9690,0.8817
317,Medicago_truncatula_5e3,0.9664,0.9831,0.8883
317,Pisum_sativum_5e3,0.9362,0.9654,0.8339
317,Theobroma_cacao_5e3,0.9615,0.9748,0.8730
318,Brachypodium_distachyon_5e3,0.8754,0.9470,0.8384
318,Brassica_juncea_5e3,0.8305,0.8908,0.7885
318,Brassica_napus_5e3,0.8566,0.9203,0.8210
318,Cajanus_cajan_5e3,0.9563,0.9691,0.8518
318,Glycine_max_5e3,0.9619,0.9805,0.8985
318,Gossypium_raimondii_5e3,0.9012,0.9487,0.8225
318,Lactuca_sativa_5e3,0.9304,0.9675,0.8820
318,Medicago_truncatula_5e3,0.9664,0.9833,0.8885
318,Pisum_sativum_5e3,0.9354,0.9636,0.8338
318,Theobroma_cacao_5e3,0.9598,0.9754,0.8737
319,Brachypodium_distachyon_5e3,0.8741,0.9632,0.8398
319,Brassica_juncea_5e3,0.8336,0.9013,0.7876
319,Brassica_napus_5e3,0.8503,0.9310,0.8176
319,Cajanus_cajan_5e3,0.9539,0.9775,0.8514
319,Glycine_max_5e3,0.9600,0.9843,0.8977
319,Gossypium_raimondii_5e3,0.8978,0.9584,0.8222
319,Lactuca_sativa_5e3,0.9297,0.9717,0.8822
319,Medicago_truncatula_5e3,0.9652,0.9855,0.8883
319,Pisum_sativum_5e3,0.9324,0.9698,0.8341
319,Theobroma_cacao_5e3,0.9623,0.9788,0.8765
320,Brachypodium_distachyon_5e3,0.8763,0.9611,0.8403
320,Brassica_juncea_5e3,0.8378,0.8990,0.7885
320,Brassica_napus_5e3,0.8541,0.9322,0.8195
320,Cajanus_cajan_5e3,0.9555,0.9792,0.8518
320,Glycine_max_5e3,0.9613,0.9846,0.8984
320,Gossypium_raimondii_5e3,0.9024,0.9558,0.8207
320,Lactuca_sativa_5e3,0.9308,0.9733,0.8822
320,Medicago_truncatula_5e3,0.9669,0.9854,0.8889
320,Pisum_sativum_5e3,0.9359,0.9662,0.8354
320,Theobroma_cacao_5e3,0.9627,0.9774,0.8760
321,Brachypodium_distachyon_5e3,0.8758,0.9614,0.8397
321,Brassica_juncea_5e3,0.8330,0.9112,0.7874
321,Brassica_napus_5e3,0.8530,0.9315,0.8193
321,Cajanus_cajan_5e3,0.9549,0.9803,0.8518
321,Glycine_max_5e3,0.9609,0.9847,0.8983
321,Gossypium_raimondii_5e3,0.8988,0.9621,0.8213
321,Lactuca_sativa_5e3,0.9306,0.9735,0.8830
321,Medicago_truncatula_5e3,0.9661,0.9866,0.8889
321,Pisum_sativum_5e3,0.9332,0.9692,0.8351
321,Theobroma_cacao_5e3,0.9626,0.9773,0.8755
323,Brachypodium_distachyon_5e3,0.8769,0.9521,0.8395
323,Brassica_juncea_5e3,0.8349,0.8960,0.7888
323,Brassica_napus_5e3,0.8594,0.9240,0.8231
323,Cajanus_cajan_5e3,0.9560,0.9734,0.8529
323,Glycine_max_5e3,0.9632,0.9823,0.8993
323,Gossypium_raimondii_5e3,0.9014,0.9485,0.8242
323,Lactuca_sativa_5e3,0.9322,0.9696,0.8834
323,Medicago_truncatula_5e3,0.9671,0.9855,0.8894
323,Pisum_sativum_5e3,0.9354,0.9667,0.8348
323,Theobroma_cacao_5e3,0.9596,0.9771,0.8738
324,Brachypodium_distachyon_5e3,0.8691,0.9653,0.8372
324,Brassica_juncea_5e3,0.8258,0.8955,0.7854
324,Brassica_napus_5e3,0.8474,0.9350,0.8168
324,Cajanus_cajan_5e3,0.9506,0.9779,0.8519
324,Glycine_max_5e3,0.9599,0.9854,0.8980
324,Gossypium_raimondii_5e3,0.8963,0.9568,0.8202
324,Lactuca_sativa_5e3,0.9275,0.9742,0.8811
324,Medicago_truncatula_5e3,0.9632,0.9866,0.8879
324,Pisum_sativum_5e3,0.9295,0.9690,0.8328
324,Theobroma_cacao_5e3,0.9541,0.9811,0.8723
325,Brachypodium_distachyon_5e3,0.8753,0.9514,0.8390
325,Brassica_juncea_5e3,0.8336,0.8998,0.7898
325,Brassica_napus_5e3,0.8566,0.9223,0.8214
325,Cajanus_cajan_5e3,0.9540,0.9730,0.8521
325,Glycine_max_5e3,0.9621,0.9825,0.8989
325,Gossypium_raimondii_5e3,0.8997,0.9510,0.8228
325,Lactuca_sativa_5e3,0.9305,0.9693,0.8824
325,Medicago_truncatula_5e3,0.9664,0.9846,0.8888
325,Pisum_sativum_5e3,0.9325,0.9672,0.8341
325,Theobroma_cacao_5e3,0.9582,0.9756,0.8736
326,Brachypodium_distachyon_5e3,0.8730,0.9627,0.8400
326,Brassica_juncea_5e3,0.8328,0.9145,0.7898
326,Brassica_napus_5e3,0.8525,0.9377,0.8214
326,Cajanus_cajan_5e3,0.9538,0.9780,0.8527
326,Glycine_max_5e3,0.9611,0.9851,0.8988
326,Gossypium_raimondii_5e3,0.8980,0.9615,0.8242
326,Lactuca_sativa_5e3,0.9291,0.9746,0.8823
326,Medicago_truncatula_5e3,0.9657,0.9866,0.8888
326,Pisum_sativum_5e3,0.9352,0.9678,0.8342
326,Theobroma_cacao_5e3,0.9576,0.9807,0.8731
327,Brachypodium_distachyon_5e3,0.8748,0.9574,0.8393
327,Brassica_juncea_5e3,0.8373,0.8961,0.7901
327,Brassica_napus_5e3,0.8542,0.9289,0.8203
327,Cajanus_cajan_5e3,0.9547,0.9753,0.8531
327,Glycine_max_5e3,0.9616,0.9831,0.8986
327,Gossypium_raimondii_5e3,0.9010,0.9585,0.8237
327,Lactuca_sativa_5e3,0.9303,0.9704,0.8825
327,Medicago_truncatula_5e3,0.9655,0.9842,0.8882
327,Pisum_sativum_5e3,0.9364,0.9633,0.8340
327,Theobroma_cacao_5e3,0.9603,0.9780,0.8740
328,Brachypodium_distachyon_5e3,0.8745,0.9561,0.8387
328,Brassica_juncea_5e3,0.8348,0.9087,0.7929
328,Brassica_napus_5e3,0.8516,0.9279,0.8196
328,Cajanus_cajan_5e3,0.9558,0.9738,0.8530
328,Glycine_max_5e3,0.9617,0.9817,0.8986
328,Gossypium_raimondii_5e3,0.9018,0.9548,0.8257
328,Lactuca_sativa_5e3,0.9295,0.9698,0.8816
328,Medicago_truncatula_5e3,0.9649,0.9832,0.8880
328,Pisum_sativum_5e3,0.9358,0.9655,0.8336
328,Theobroma_cacao_5e3,0.9621,0.9763,0.8744
329,Brachypodium_distachyon_5e3,0.8732,0.9574,0.8389
329,Brassica_juncea_5e3,0.8370,0.8979,0.7954
329,Brassica_napus_5e3,0.8536,0.9278,0.8201
329,Cajanus_cajan_5e3,0.9540,0.9763,0.8525
329,Glycine_max_5e3,0.9613,0.9821,0.8987
329,Gossypium_raimondii_5e3,0.9045,0.9526,0.8245
329,Lactuca_sativa_5e3,0.9297,0.9698,0.8823
329,Medicago_truncatula_5e3,0.9650,0.9834,0.8880
329,Pisum_sativum_5e3,0.9349,0.9675,0.8338
329,Theobroma_cacao_5e3,0.9591,0.9789,0.8743
330,Brachypodium_distachyon_5e3,0.8742,0.9614,0.8386
330,Brassica_juncea_5e3,0.8318,0.9168,0.7932
330,Brassica_napus_5e3,0.8521,0.9358,0.8197
330,Cajanus_cajan_5e3,0.9548,0.9766,0.8531
330,Glycine_max_5e3,0.9604,0.9844,0.8985
330,Gossypium_raimondii_5e3,0.9027,0.9578,0.8265
330,Lactuca_sativa_5e3,0.9294,0.9716,0.8817
330,Medicago_truncatula_5e3,0.9656,0.9832,0.8880
330,Pisum_sativum_5e3,0.9362,0.9675,0.8345
330,Theobroma_cacao_5e3,0.9610,0.9781,0.8746
331,Brachypodium_distachyon_5e3,0.8740,0.9618,0.8400
331,Brassica_juncea_5e3,0.8327,0.9254,0.7967
331,Brassica_napus_5e3,0.8489,0.9392,0.8199
331,Cajanus_cajan_5e3,0.9541,0.9780,0.8535
331,Glycine_max_5e3,0.9606,0.9847,0.8982
331,Gossypium_raimondii_5e3,0.9008,0.9613,0.8252
331,Lactuca_sativa_5e3,0.9283,0.9738,0.8817
331,Medicago_truncatula_5e3,0.9643,0.9845,0.8877
331,Pisum_sativum_5e3,0.9332,0.9712,0.8342
331,Theobroma_cacao_5e3,0.9619,0.9788,0.8742
332,Brachypodium_distachyon_5e3,0.8751,0.9593,0.8396
332,Brassica_juncea_5e3,0.8418,0.9012,0.7947
332,Brassica_napus_5e3,0.8522,0.9271,0.8198
332,Cajanus_cajan_5e3,0.9567,0.9755,0.8536
332,Glycine_max_5e3,0.9611,0.9826,0.8984
332,Gossypium_raimondii_5e3,0.9045,0.9566,0.8249
332,Lactuca_sativa_5e3,0.9294,0.9726,0.8822
332,Medicago_truncatula_5e3,0.9641,0.9838,0.8875
332,Pisum_sativum_5e3,0.9352,0.9663,0.8346
332,Theobroma_cacao_5e3,0.9593,0.9795,0.8741
333,Brachypodium_distachyon_5e3,0.8732,0.9504,0.8373
333,Brassica_juncea_5e3,0.8387,0.8964,0.7927
333,Brassica_napus_5e3,0.8524,0.9153,0.8173
333,Cajanus_cajan_5e3,0.9563,0.9713,0.8528
333,Glycine_max_5e3,0.9607,0.9774,0.8977
333,Gossypium_raimondii_5e3,0.9000,0.9489,0.8231
333,Lactuca_sativa_5e3,0.9277,0.9618,0.8799
333,Medicago_truncatula_5e3,0.9635,0.9766,0.8864
333,Pisum_sativum_5e3,0.9359,0.9594,0.8330
333,Theobroma_cacao_5e3,0.9618,0.9741,0.8745
334,Brachypodium_distachyon_5e3,0.8714,0.9580,0.8372
334,Brassica_juncea_5e3,0.8311,0.9011,0.7916
334,Brassica_napus_5e3,0.8462,0.9289,0.8160
334,Cajanus_cajan_5e3,0.9531,0.9764,0.8527
334,Glycine_max_5e3,0.9598,0.9811,0.8976
334,Gossypium_raimondii_5e3,0.8986,0.9560,0.8237
334,Lactuca_sativa_5e3,0.9267,0.9700,0.8804
334,Medicago_truncatula_5e3,0.9618,0.9825,0.8865
334,Pisum_sativum_5e3,0.9357,0.9651,0.8339
334,Theobroma_cacao_5e3,0.9582,0.9794,0.8717
335,Brachypodium_distachyon_5e3,0.8740,0.9504,0.8380
335,Brassica_juncea_5e3,0.8359,0.9043,0.7935
335,Brassica_napus_5e3,0.8490,0.9163,0.8171
335,Cajanus_cajan_5e3,0.9556,0.9748,0.8533
335,Glycine_max_5e3,0.9604,0.9786,0.8977
335,Gossypium_raimondii_5e3,0.9018,0.9519,0.8247
335,Lactuca_sativa_5e3,0.9289,0.9637,0.8801
335,Medicago_truncatula_5e3,0.9636,0.9771,0.8865
335,Pisum_sativum_5e3,0.9356,0.9622,0.8340
335,Theobroma_cacao_5e3,0.9598,0.9774,0.8738
336,Brachypodium_distachyon_5e3,0.8698,0.9580,0.8368
336,Brassica_juncea_5e3,0.8340,0.9095,0.7960
336,Brassica_napus_5e3,0.8423,0.9338,0.8155
336,Cajanus_cajan_5e3,0.9517,0.9782,0.8532
336,Glycine_max_5e3,0.9586,0.9826,0.8974
336,Gossypium_raimondii_5e3,0.8967,0.9567,0.8235
336,Lactuca_sativa_5e3,0.9261,0.9709,0.8798
336,Medicago_truncatula_5e3,0.9608,0.9831,0.8862
336,Pisum_sativum_5e3,0.9325,0.9685,0.8330
336,Theobroma_cacao_5e3,0.9578,0.9797,0.8739
337,Brachypodium_distachyon_5e3,0.8725,0.9547,0.8367
337,Brassica_juncea_5e3,0.8396,0.8972,0.7966
337,Brassica_napus_5e3,0.8500,0.9208,0.8164
337,Cajanus_cajan_5e3,0.9577,0.9736,0.8531
337,Glycine_max_5e3,0.9600,0.9801,0.8974
337,Gossypium_raimondii_5e3,0.9045,0.9507,0.8243
337,Lactuca_sativa_5e3,0.9274,0.9658,0.8801
337,Medicago_truncatula_5e3,0.9623,0.9791,0.8864
337,Pisum_sativum_5e3,0.9367,0.9634,0.8336
337,Theobroma_cacao_5e3,0.9615,0.9753,0.8742
338,Brachypodium_distachyon_5e3,0.8725,0.9666,0.8405
338,Brassica_juncea_5e3,0.8334,0.9336,0.8007
338,Brassica_napus_5e3,0.8472,0.9367,0.8162
338,Cajanus_cajan_5e3,0.9555,0.9852,0.8521
338,Glycine_max_5e3,0.9559,0.9821,0.8952
338,Gossypium_raimondii_5e3,0.8952,0.9701,0.8230
338,Lactuca_sativa_5e3,0.9291,0.9741,0.8818
338,Medicago_truncatula_5e3,0.9607,0.9825,0.8847
338,Pisum_sativum_5e3,0.9323,0.9756,0.8377
