Epoch,Dataset,Recall,Precision,TopKAcc
151,Glycine_max_5e3,0.9452,0.9818,0.8884
151,Gossypium_raimondii_5e3,0.8577,0.9419,0.7960
151,Lactuca_sativa_5e3,0.9025,0.9702,0.8615
151,Medicago_truncatula_5e3,0.9480,0.9801,0.8762
151,Pisum_sativum_5e3,0.9080,0.9617,0.8156
151,Theobroma_cacao_5e3,0.9460,0.9667,0.8648
152,Brachypodium_distachyon_5e3,0.8301,0.9740,0.8126
152,Brassica_juncea_5e3,0.7629,0.9258,0.7588
152,Brassica_napus_5e3,0.7813,0.9491,0.7760
152,Cajanus_cajan_5e3,0.9348,0.9783,0.8400
152,Glycine_max_5e3,0.9417,0.9877,0.8884
152,Gossypium_raimondii_5e3,0.8491,0.9574,0.7971
152,Lactuca_sativa_5e3,0.8970,0.9832,0.8631
152,Medicago_truncatula_5e3,0.9459,0.9864,0.8772
152,Pisum_sativum_5e3,0.9078,0.9668,0.8169
152,Theobroma_cacao_5e3,0.9428,0.9772,0.8649
153,Brachypodium_distachyon_5e3,0.8370,0.9655,0.8134
153,Brassica_juncea_5e3,0.7660,0.9183,0.7578
153,Brassica_napus_5e3,0.7890,0.9400,0.7760
153,Cajanus_cajan_5e3,0.9380,0.9744,0.8403
153,Glycine_max_5e3,0.9454,0.9843,0.8897
153,Gossypium_raimondii_5e3,0.8619,0.9570,0.7987
153,Lactuca_sativa_5e3,0.9019,0.9737,0.8629
153,Medicago_truncatula_5e3,0.9506,0.9783,0.8770
153,Pisum_sativum_5e3,0.9095,0.9663,0.8177
153,Theobroma_cacao_5e3,0.9481,0.9731,0.8643
154,Brachypodium_distachyon_5e3,0.8381,0.9557,0.8122
154,Brassica_juncea_5e3,0.7788,0.8982,0.7582
154,Brassica_napus_5e3,0.7963,0.9271,0.7750
154,Cajanus_cajan_5e3,0.9367,0.9727,0.8408
154,Glycine_max_5e3,0.9476,0.9808,0.8895
154,Gossypium_raimondii_5e3,0.8674,0.9408,0.7986
154,Lactuca_sativa_5e3,0.9032,0.9724,0.8631
154,Medicago_truncatula_5e3,0.9492,0.9837,0.8776
154,Pisum_sativum_5e3,0.9101,0.9617,0.8164
154,Theobroma_cacao_5e3,0.9451,0.9736,0.8646
155,Brachypodium_distachyon_5e3,0.8381,0.9584,0.8124
155,Brassica_juncea_5e3,0.7770,0.9096,0.7623
155,Brassica_napus_5e3,0.7919,0.9318,0.7760
155,Cajanus_cajan_5e3,0.9373,0.9723,0.8408
155,Glycine_max_5e3,0.9463,0.9823,0.8897
155,Gossypium_raimondii_5e3,0.8653,0.9451,0.7989
155,Lactuca_sativa_5e3,0.9040,0.9709,0.8631
155,Medicago_truncatula_5e3,0.9510,0.9805,0.8775
155,Pisum_sativum_5e3,0.9079,0.9663,0.8168
155,Theobroma_cacao_5e3,0.9382,0.9813,0.8641
156,Brachypodium_distachyon_5e3,0.8382,0.9565,0.8123
156,Brassica_juncea_5e3,0.7659,0.9104,0.7601
156,Brassica_napus_5e3,0.7910,0.9282,0.7750
156,Cajanus_cajan_5e3,0.9316,0.9787,0.8402
156,Glycine_max_5e3,0.9460,0.9825,0.8897
156,Gossypium_raimondii_5e3,0.8477,0.9542,0.7960
156,Lactuca_sativa_5e3,0.9031,0.9698,0.8631
156,Medicago_truncatula_5e3,0.9500,0.9797,0.8773
156,Pisum_sativum_5e3,0.9114,0.9609,0.8172
156,Theobroma_cacao_5e3,0.9408,0.9736,0.8640
157,Brachypodium_distachyon_5e3,0.8355,0.9601,0.8121
157,Brassica_juncea_5e3,0.7729,0.9172,0.7572
157,Brassica_napus_5e3,0.7906,0.9402,0.7769
157,Cajanus_cajan_5e3,0.9312,0.9814,0.8409
157,Glycine_max_5e3,0.9443,0.9855,0.8889
157,Gossypium_raimondii_5e3,0.8607,0.9503,0.7978
157,Lactuca_sativa_5e3,0.9025,0.9741,0.8641
157,Medicago_truncatula_5e3,0.9497,0.9815,0.8777
157,Pisum_sativum_5e3,0.9055,0.9712,0.8163
157,Theobroma_cacao_5e3,0.9427,0.9774,0.8639
158,Brachypodium_distachyon_5e3,0.8330,0.9672,0.8123
158,Brassica_juncea_5e3,0.7657,0.9225,0.7578
158,Brassica_napus_5e3,0.7881,0.9391,0.7777
158,Cajanus_cajan_5e3,0.9376,0.9730,0.8416
158,Glycine_max_5e3,0.9461,0.9830,0.8887
158,Gossypium_raimondii_5e3,0.8620,0.9528,0.7987
158,Lactuca_sativa_5e3,0.9009,0.9755,0.8627
158,Medicago_truncatula_5e3,0.9496,0.9830,0.8777
158,Pisum_sativum_5e3,0.9130,0.9631,0.8173
158,Theobroma_cacao_5e3,0.9486,0.9696,0.8646
159,Brachypodium_distachyon_5e3,0.8364,0.9640,0.8127
159,Brassica_juncea_5e3,0.7789,0.9054,0.7584
159,Brassica_napus_5e3,0.7905,0.9379,0.7773
159,Cajanus_cajan_5e3,0.9329,0.9777,0.8407
159,Glycine_max_5e3,0.9448,0.9848,0.8891
159,Gossypium_raimondii_5e3,0.8609,0.9548,0.7984
159,Lactuca_sativa_5e3,0.8997,0.9774,0.8630
159,Medicago_truncatula_5e3,0.9484,0.9841,0.8776
159,Pisum_sativum_5e3,0.9073,0.9673,0.8175
159,Theobroma_cacao_5e3,0.9475,0.9706,0.8655
160,Brachypodium_distachyon_5e3,0.8350,0.9670,0.8128
160,Brassica_juncea_5e3,0.7595,0.9349,0.7572
160,Brassica_napus_5e3,0.7895,0.9432,0.7767
160,Cajanus_cajan_5e3,0.9340,0.9807,0.8412
160,Glycine_max_5e3,0.9456,0.9845,0.8896
160,Gossypium_raimondii_5e3,0.8568,0.9572,0.7984
160,Lactuca_sativa_5e3,0.9009,0.9741,0.8636
160,Medicago_truncatula_5e3,0.9498,0.9806,0.8777
160,Pisum_sativum_5e3,0.9038,0.9709,0.8181
160,Theobroma_cacao_5e3,0.9435,0.9797,0.8648
161,Brachypodium_distachyon_5e3,0.8324,0.9684,0.8130
161,Brassica_juncea_5e3,0.7766,0.9066,0.7582
161,Brassica_napus_5e3,0.7909,0.9411,0.7778
161,Cajanus_cajan_5e3,0.9371,0.9765,0.8408
161,Glycine_max_5e3,0.9452,0.9855,0.8896
161,Gossypium_raimondii_5e3,0.8583,0.9584,0.8006
161,Lactuca_sativa_5e3,0.9020,0.9759,0.8629
161,Medicago_truncatula_5e3,0.9488,0.9831,0.8775
161,Pisum_sativum_5e3,0.9074,0.9693,0.8178
161,Theobroma_cacao_5e3,0.9400,0.9791,0.8651
162,Brachypodium_distachyon_5e3,0.8355,0.9643,0.8129
162,Brassica_juncea_5e3,0.7795,0.9220,0.7648
162,Brassica_napus_5e3,0.7939,0.9400,0.7773
162,Cajanus_cajan_5e3,0.9383,0.9749,0.8416
162,Glycine_max_5e3,0.9461,0.9847,0.8892
162,Gossypium_raimondii_5e3,0.8695,0.9478,0.7991
162,Lactuca_sativa_5e3,0.9024,0.9738,0.8633
162,Medicago_truncatula_5e3,0.9497,0.9843,0.8779
162,Pisum_sativum_5e3,0.9117,0.9665,0.8183
162,Theobroma_cacao_5e3,0.9388,0.9814,0.8649
163,Brachypodium_distachyon_5e3,0.8294,0.9751,0.8142
163,Brassica_juncea_5e3,0.7576,0.9371,0.7579
163,Brassica_napus_5e3,0.7848,0.9557,0.7798
163,Cajanus_cajan_5e3,0.9325,0.9820,0.8405
163,Glycine_max_5e3,0.9432,0.9883,0.8898
163,Gossypium_raimondii_5e3,0.8545,0.9662,0.8018
163,Lactuca_sativa_5e3,0.8973,0.9841,0.8641
163,Medicago_truncatula_5e3,0.9467,0.9878,0.8781
163,Pisum_sativum_5e3,0.9027,0.9735,0.8176
163,Theobroma_cacao_5e3,0.9456,0.9764,0.8648
164,Brachypodium_distachyon_5e3,0.8372,0.9644,0.8136
164,Brassica_juncea_5e3,0.7775,0.9076,0.7582
164,Brassica_napus_5e3,0.7922,0.9401,0.7778
164,Cajanus_cajan_5e3,0.9357,0.9741,0.8417
164,Glycine_max_5e3,0.9467,0.9825,0.8901
164,Gossypium_raimondii_5e3,0.8689,0.9418,0.7999
164,Lactuca_sativa_5e3,0.9040,0.9736,0.8640
164,Medicago_truncatula_5e3,0.9490,0.9838,0.8782
164,Pisum_sativum_5e3,0.9110,0.9656,0.8181
164,Theobroma_cacao_5e3,0.9436,0.9776,0.8663
165,Brachypodium_distachyon_5e3,0.8345,0.9640,0.8130
165,Brassica_juncea_5e3,0.7922,0.8856,0.7578
165,Brassica_napus_5e3,0.7955,0.9318,0.7776
165,Cajanus_cajan_5e3,0.9373,0.9727,0.8417
165,Glycine_max_5e3,0.9465,0.9838,0.8899
165,Gossypium_raimondii_5e3,0.8558,0.9587,0.7999
165,Lactuca_sativa_5e3,0.9039,0.9739,0.8644
165,Medicago_truncatula_5e3,0.9488,0.9847,0.8783
165,Pisum_sativum_5e3,0.9095,0.9652,0.8177
165,Theobroma_cacao_5e3,0.9485,0.9724,0.8639
166,Brachypodium_distachyon_5e3,0.8432,0.9548,0.8149
166,Brassica_juncea_5e3,0.7792,0.9054,0.7615
166,Brassica_napus_5e3,0.7967,0.9310,0.7791
166,Cajanus_cajan_5e3,0.9394,0.9715,0.8411
166,Glycine_max_5e3,0.9478,0.9795,0.8895
166,Gossypium_raimondii_5e3,0.8647,0.9478,0.8004
166,Lactuca_sativa_5e3,0.9059,0.9665,0.8639
166,Medicago_truncatula_5e3,0.9518,0.9776,0.8782
166,Pisum_sativum_5e3,0.9119,0.9638,0.8175
166,Theobroma_cacao_5e3,0.9447,0.9749,0.8644
167,Brachypodium_distachyon_5e3,0.8370,0.9684,0.8154
167,Brassica_juncea_5e3,0.7797,0.9077,0.7604
167,Brassica_napus_5e3,0.7946,0.9424,0.7799
167,Cajanus_cajan_5e3,0.9396,0.9737,0.8416
167,Glycine_max_5e3,0.9466,0.9836,0.8896
167,Gossypium_raimondii_5e3,0.8615,0.9539,0.7997
167,Lactuca_sativa_5e3,0.9010,0.9765,0.8644
167,Medicago_truncatula_5e3,0.9496,0.9825,0.8779
167,Pisum_sativum_5e3,0.9088,0.9691,0.8175
167,Theobroma_cacao_5e3,0.9458,0.9776,0.8655
168,Brachypodium_distachyon_5e3,0.8351,0.9667,0.8128
168,Brassica_juncea_5e3,0.7801,0.9151,0.7598
168,Brassica_napus_5e3,0.7963,0.9393,0.7798
168,Cajanus_cajan_5e3,0.9368,0.9772,0.8422
168,Glycine_max_5e3,0.9467,0.9845,0.8905
168,Gossypium_raimondii_5e3,0.8651,0.9496,0.8007
168,Lactuca_sativa_5e3,0.9033,0.9775,0.8646
168,Medicago_truncatula_5e3,0.9499,0.9842,0.8787
168,Pisum_sativum_5e3,0.9124,0.9663,0.8177
168,Theobroma_cacao_5e3,0.9471,0.9761,0.8652
169,Brachypodium_distachyon_5e3,0.8397,0.9591,0.8139
169,Brassica_juncea_5e3,0.7845,0.8912,0.7597
169,Brassica_napus_5e3,0.8028,0.9229,0.7798
169,Cajanus_cajan_5e3,0.9387,0.9717,0.8421
169,Glycine_max_5e3,0.9485,0.9802,0.8896
169,Gossypium_raimondii_5e3,0.8619,0.9455,0.8005
169,Lactuca_sativa_5e3,0.9067,0.9673,0.8649
169,Medicago_truncatula_5e3,0.9519,0.9809,0.8787
169,Pisum_sativum_5e3,0.9151,0.9577,0.8177
169,Theobroma_cacao_5e3,0.9446,0.9725,0.8641
170,Brachypodium_distachyon_5e3,0.8399,0.9631,0.8150
170,Brassica_juncea_5e3,0.7739,0.8981,0.7582
170,Brassica_napus_5e3,0.7956,0.9376,0.7798
170,Cajanus_cajan_5e3,0.9387,0.9747,0.8425
170,Glycine_max_5e3,0.9472,0.9833,0.8901
170,Gossypium_raimondii_5e3,0.8643,0.9560,0.8003
170,Lactuca_sativa_5e3,0.9042,0.9728,0.8644
170,Medicago_truncatula_5e3,0.9515,0.9818,0.8784
170,Pisum_sativum_5e3,0.9145,0.9646,0.8187
170,Theobroma_cacao_5e3,0.9466,0.9765,0.8655
171,Brachypodium_distachyon_5e3,0.8335,0.9675,0.8123
171,Brassica_juncea_5e3,0.7604,0.9367,0.7597
171,Brassica_napus_5e3,0.7917,0.9435,0.7778
171,Cajanus_cajan_5e3,0.9374,0.9770,0.8418
171,Glycine_max_5e3,0.9448,0.9850,0.8895
171,Gossypium_raimondii_5e3,0.8623,0.9549,0.8012
171,Lactuca_sativa_5e3,0.9010,0.9771,0.8643
171,Medicago_truncatula_5e3,0.9488,0.9844,0.8784
171,Pisum_sativum_5e3,0.9103,0.9685,0.8188
171,Theobroma_cacao_5e3,0.9419,0.9797,0.8655
172,Brachypodium_distachyon_5e3,0.8428,0.9540,0.8142
172,Brassica_juncea_5e3,0.7832,0.9079,0.7622
172,Brassica_napus_5e3,0.8000,0.9274,0.7799
172,Cajanus_cajan_5e3,0.9363,0.9735,0.8416
172,Glycine_max_5e3,0.9479,0.9809,0.8902
172,Gossypium_raimondii_5e3,0.8637,0.9402,0.7981
172,Lactuca_sativa_5e3,0.9054,0.9668,0.8638
172,Medicago_truncatula_5e3,0.9521,0.9797,0.8784
172,Pisum_sativum_5e3,0.9107,0.9658,0.8183
172,Theobroma_cacao_5e3,0.9451,0.9760,0.8664
173,Brachypodium_distachyon_5e3,0.8400,0.9524,0.8142
173,Brassica_juncea_5e3,0.7685,0.9101,0.7581
173,Brassica_napus_5e3,0.7979,0.9285,0.7796
173,Cajanus_cajan_5e3,0.9372,0.9708,0.8416
173,Glycine_max_5e3,0.9482,0.9806,0.8902
173,Gossypium_raimondii_5e3,0.8690,0.9347,0.8002
173,Lactuca_sativa_5e3,0.9056,0.9683,0.8648
173,Medicago_truncatula_5e3,0.9518,0.9789,0.8785
173,Pisum_sativum_5e3,0.9106,0.9668,0.8188
173,Theobroma_cacao_5e3,0.9479,0.9698,0.8655
174,Brachypodium_distachyon_5e3,0.8413,0.9542,0.8131
174,Brassica_juncea_5e3,0.7900,0.8772,0.7590
174,Brassica_napus_5e3,0.8025,0.9155,0.7787
174,Cajanus_cajan_5e3,0.9363,0.9716,0.8408
174,Glycine_max_5e3,0.9481,0.9807,0.8896
174,Gossypium_raimondii_5e3,0.8724,0.9305,0.7991
174,Lactuca_sativa_5e3,0.9045,0.9693,0.8649
174,Medicago_truncatula_5e3,0.9515,0.9794,0.8784
174,Pisum_sativum_5e3,0.9166,0.9563,0.8192
174,Theobroma_cacao_5e3,0.9427,0.9716,0.8648
175,Brachypodium_distachyon_5e3,0.8448,0.9543,0.8157
175,Brassica_juncea_5e3,0.7916,0.8977,0.7632
175,Brassica_napus_5e3,0.8050,0.9258,0.7811
175,Cajanus_cajan_5e3,0.9386,0.9758,0.8426
175,Glycine_max_5e3,0.9498,0.9802,0.8898
175,Gossypium_raimondii_5e3,0.8730,0.9416,0.8006
175,Lactuca_sativa_5e3,0.9068,0.9698,0.8652
175,Medicago_truncatula_5e3,0.9521,0.9819,0.8787
175,Pisum_sativum_5e3,0.9154,0.9618,0.8188
175,Theobroma_cacao_5e3,0.9489,0.9730,0.8657
176,Brachypodium_distachyon_5e3,0.8408,0.9598,0.8144
176,Brassica_juncea_5e3,0.7781,0.9090,0.7622
176,Brassica_napus_5e3,0.7974,0.9345,0.7796
176,Cajanus_cajan_5e3,0.9385,0.9742,0.8421
176,Glycine_max_5e3,0.9473,0.9846,0.8904
176,Gossypium_raimondii_5e3,0.8639,0.9504,0.8003
176,Lactuca_sativa_5e3,0.9037,0.9746,0.8654
176,Medicago_truncatula_5e3,0.9506,0.9844,0.8791
176,Pisum_sativum_5e3,0.9064,0.9678,0.8186
176,Theobroma_cacao_5e3,0.9444,0.9761,0.8650
177,Brachypodium_distachyon_5e3,0.8415,0.9603,0.8142
177,Brassica_juncea_5e3,0.7781,0.9128,0.7615
177,Brassica_napus_5e3,0.7984,0.9338,0.7804
177,Cajanus_cajan_5e3,0.9385,0.9751,0.8425
177,Glycine_max_5e3,0.9483,0.9826,0.8907
177,Gossypium_raimondii_5e3,0.8698,0.9493,0.8013
177,Lactuca_sativa_5e3,0.9067,0.9692,0.8648
177,Medicago_truncatula_5e3,0.9525,0.9798,0.8789
177,Pisum_sativum_5e3,0.9098,0.9680,0.8188
177,Theobroma_cacao_5e3,0.9495,0.9684,0.8650
178,Brachypodium_distachyon_5e3,0.8344,0.9718,0.8145
178,Brassica_juncea_5e3,0.7684,0.9242,0.7600
178,Brassica_napus_5e3,0.7928,0.9443,0.7812
178,Cajanus_cajan_5e3,0.9311,0.9793,0.8406
178,Glycine_max_5e3,0.9447,0.9872,0.8902
178,Gossypium_raimondii_5e3,0.8553,0.9577,0.7999
178,Lactuca_sativa_5e3,0.8998,0.9787,0.8652
178,Medicago_truncatula_5e3,0.9478,0.9856,0.8784
178,Pisum_sativum_5e3,0.9091,0.9671,0.8189
178,Theobroma_cacao_5e3,0.9412,0.9785,0.8648
179,Brachypodium_distachyon_5e3,0.8381,0.9612,0.8145
179,Brassica_juncea_5e3,0.7791,0.9124,0.7616
179,Brassica_napus_5e3,0.7991,0.9389,0.7818
179,Cajanus_cajan_5e3,0.9382,0.9730,0.8419
179,Glycine_max_5e3,0.9478,0.9830,0.8903
179,Gossypium_raimondii_5e3,0.8599,0.9520,0.7993
179,Lactuca_sativa_5e3,0.9074,0.9717,0.8659
179,Medicago_truncatula_5e3,0.9528,0.9798,0.8788
179,Pisum_sativum_5e3,0.9131,0.9637,0.8184
179,Theobroma_cacao_5e3,0.9451,0.9751,0.8656
180,Brachypodium_distachyon_5e3,0.8420,0.9586,0.8159
180,Brassica_juncea_5e3,0.7872,0.9069,0.7628
180,Brassica_napus_5e3,0.8036,0.9254,0.7813
180,Cajanus_cajan_5e3,0.9402,0.9722,0.8420
180,Glycine_max_5e3,0.9491,0.9810,0.8904
180,Gossypium_raimondii_5e3,0.8630,0.9481,0.8005
180,Lactuca_sativa_5e3,0.9061,0.9737,0.8660
180,Medicago_truncatula_5e3,0.9535,0.9798,0.8792
180,Pisum_sativum_5e3,0.9159,0.9576,0.8184
180,Theobroma_cacao_5e3,0.9506,0.9706,0.8676
181,Brachypodium_distachyon_5e3,0.8423,0.9539,0.8163
181,Brassica_juncea_5e3,0.7898,0.8953,0.7642
181,Brassica_napus_5e3,0.8057,0.9183,0.7807
181,Cajanus_cajan_5e3,0.9381,0.9744,0.8426
181,Glycine_max_5e3,0.9488,0.9801,0.8898
181,Gossypium_raimondii_5e3,0.8698,0.9378,0.8022
181,Lactuca_sativa_5e3,0.9069,0.9695,0.8660
181,Medicago_truncatula_5e3,0.9513,0.9816,0.8789
181,Pisum_sativum_5e3,0.9131,0.9620,0.8191
181,Theobroma_cacao_5e3,0.9465,0.9764,0.8657
182,Brachypodium_distachyon_5e3,0.8373,0.9611,0.8135
182,Brassica_juncea_5e3,0.7794,0.9059,0.7631
182,Brassica_napus_5e3,0.7972,0.9372,0.7809
182,Cajanus_cajan_5e3,0.9397,0.9736,0.8427
182,Glycine_max_5e3,0.9470,0.9848,0.8911
182,Gossypium_raimondii_5e3,0.8617,0.9506,0.8024
182,Lactuca_sativa_5e3,0.9043,0.9744,0.8659
182,Medicago_truncatula_5e3,0.9507,0.9827,0.8786
182,Pisum_sativum_5e3,0.9077,0.9698,0.8191
182,Theobroma_cacao_5e3,0.9438,0.9774,0.8650
183,Brachypodium_distachyon_5e3,0.8452,0.9400,0.8156
183,Brassica_juncea_5e3,0.7910,0.8818,0.7613
183,Brassica_napus_5e3,0.8056,0.9142,0.7809
183,Cajanus_cajan_5e3,0.9462,0.9565,0.8429
183,Glycine_max_5e3,0.9504,0.9749,0.8901
183,Gossypium_raimondii_5e3,0.8720,0.9358,0.8030
183,Lactuca_sativa_5e3,0.9097,0.9586,0.8657
183,Medicago_truncatula_5e3,0.9539,0.9742,0.8785
183,Pisum_sativum_5e3,0.9183,0.9537,0.8182
183,Theobroma_cacao_5e3,0.9503,0.9652,0.8643
184,Brachypodium_distachyon_5e3,0.8434,0.9530,0.8163
184,Brassica_juncea_5e3,0.7877,0.8913,0.7618
184,Brassica_napus_5e3,0.8034,0.9203,0.7806
184,Cajanus_cajan_5e3,0.9384,0.9720,0.8428
184,Glycine_max_5e3,0.9492,0.9803,0.8908
184,Gossypium_raimondii_5e3,0.8648,0.9470,0.8005
184,Lactuca_sativa_5e3,0.9081,0.9670,0.8661
184,Medicago_truncatula_5e3,0.9537,0.9776,0.8791
184,Pisum_sativum_5e3,0.9118,0.9635,0.8194
184,Theobroma_cacao_5e3,0.9451,0.9749,0.8657
185,Brachypodium_distachyon_5e3,0.8390,0.9647,0.8176
185,Brassica_juncea_5e3,0.7759,0.9199,0.7582
185,Brassica_napus_5e3,0.7997,0.9336,0.7834
185,Cajanus_cajan_5e3,0.9381,0.9783,0.8426
185,Glycine_max_5e3,0.9473,0.9833,0.8908
185,Gossypium_raimondii_5e3,0.8668,0.9504,0.8011
185,Lactuca_sativa_5e3,0.9069,0.9711,0.8658
185,Medicago_truncatula_5e3,0.9526,0.9805,0.8792
185,Pisum_sativum_5e3,0.9122,0.9660,0.8192
185,Theobroma_cacao_5e3,0.9442,0.9782,0.8657
186,Brachypodium_distachyon_5e3,0.8439,0.9529,0.8161
186,Brassica_juncea_5e3,0.7891,0.9019,0.7612
186,Brassica_napus_5e3,0.8043,0.9305,0.7827
186,Cajanus_cajan_5e3,0.9379,0.9750,0.8429
186,Glycine_max_5e3,0.9493,0.9807,0.8901
186,Gossypium_raimondii_5e3,0.8674,0.9464,0.7994
186,Lactuca_sativa_5e3,0.9098,0.9682,0.8663
186,Medicago_truncatula_5e3,0.9521,0.9811,0.8790
186,Pisum_sativum_5e3,0.9110,0.9641,0.8191
186,Theobroma_cacao_5e3,0.9440,0.9784,0.8646
187,Brachypodium_distachyon_5e3,0.8342,0.9729,0.8156
187,Brassica_juncea_5e3,0.7681,0.9309,0.7637
187,Brassica_napus_5e3,0.7957,0.9486,0.7838
187,Cajanus_cajan_5e3,0.9356,0.9806,0.8432
187,Glycine_max_5e3,0.9473,0.9860,0.8915
187,Gossypium_raimondii_5e3,0.8682,0.9541,0.8030
187,Lactuca_sativa_5e3,0.9029,0.9795,0.8662
187,Medicago_truncatula_5e3,0.9498,0.9856,0.8788
187,Pisum_sativum_5e3,0.9108,0.9695,0.8188
187,Theobroma_cacao_5e3,0.9457,0.9799,0.8664
188,Brachypodium_distachyon_5e3,0.8417,0.9596,0.8164
188,Brassica_juncea_5e3,0.7825,0.9078,0.7631
188,Brassica_napus_5e3,0.8016,0.9348,0.7821
188,Cajanus_cajan_5e3,0.9415,0.9691,0.8421
188,Glycine_max_5e3,0.9486,0.9824,0.8908
188,Gossypium_raimondii_5e3,0.8735,0.9458,0.8044
188,Lactuca_sativa_5e3,0.9077,0.9704,0.8662
188,Medicago_truncatula_5e3,0.9527,0.9813,0.8794
188,Pisum_sativum_5e3,0.9174,0.9612,0.8190
188,Theobroma_cacao_5e3,0.9490,0.9752,0.8657
189,Brachypodium_distachyon_5e3,0.8425,0.9551,0.8158
189,Brassica_juncea_5e3,0.7744,0.9169,0.7634
189,Brassica_napus_5e3,0.8058,0.9176,0.7827
189,Cajanus_cajan_5e3,0.9421,0.9681,0.8427
189,Glycine_max_5e3,0.9504,0.9782,0.8909
189,Gossypium_raimondii_5e3,0.8639,0.9464,0.7999
189,Lactuca_sativa_5e3,0.9079,0.9657,0.8660
189,Medicago_truncatula_5e3,0.9524,0.9794,0.8789
189,Pisum_sativum_5e3,0.9157,0.9587,0.8189
189,Theobroma_cacao_5e3,0.9521,0.9676,0.8662
190,Brachypodium_distachyon_5e3,0.8467,0.9508,0.8173
190,Brassica_juncea_5e3,0.7897,0.9014,0.7597
190,Brassica_napus_5e3,0.8062,0.9217,0.7837
190,Cajanus_cajan_5e3,0.9397,0.9718,0.8432
190,Glycine_max_5e3,0.9505,0.9793,0.8906
190,Gossypium_raimondii_5e3,0.8698,0.9453,0.7997
190,Lactuca_sativa_5e3,0.9101,0.9642,0.8667
190,Medicago_truncatula_5e3,0.9541,0.9774,0.8792
190,Pisum_sativum_5e3,0.9144,0.9631,0.8199
190,Theobroma_cacao_5e3,0.9491,0.9712,0.8656
191,Brachypodium_distachyon_5e3,0.8418,0.9593,0.8164
191,Brassica_juncea_5e3,0.7925,0.8956,0.7645
191,Brassica_napus_5e3,0.8012,0.9362,0.7836
191,Cajanus_cajan_5e3,0.9404,0.9717,0.8433
191,Glycine_max_5e3,0.9482,0.9832,0.8902
191,Gossypium_raimondii_5e3,0.8701,0.9434,0.8018
191,Lactuca_sativa_5e3,0.9062,0.9738,0.8662
191,Medicago_truncatula_5e3,0.9512,0.9840,0.8792
191,Pisum_sativum_5e3,0.9142,0.9630,0.8192
191,Theobroma_cacao_5e3,0.9513,0.9698,0.8668
192,Brachypodium_distachyon_5e3,0.8456,0.9468,0.8160
192,Brassica_juncea_5e3,0.7858,0.9025,0.7606
192,Brassica_napus_5e3,0.8066,0.9176,0.7824
192,Cajanus_cajan_5e3,0.9389,0.9683,0.8425
192,Glycine_max_5e3,0.9503,0.9781,0.8913
192,Gossypium_raimondii_5e3,0.8709,0.9363,0.8018
192,Lactuca_sativa_5e3,0.9091,0.9624,0.8653
192,Medicago_truncatula_5e3,0.9535,0.9771,0.8790
192,Pisum_sativum_5e3,0.9178,0.9569,0.8196
192,Theobroma_cacao_5e3,0.9492,0.9698,0.8663
193,Brachypodium_distachyon_5e3,0.8449,0.9584,0.8172
193,Brassica_juncea_5e3,0.7936,0.8889,0.7626
193,Brassica_napus_5e3,0.8031,0.9330,0.7843
193,Cajanus_cajan_5e3,0.9402,0.9714,0.8434
193,Glycine_max_5e3,0.9490,0.9831,0.8910
193,Gossypium_raimondii_5e3,0.8696,0.9474,0.8019
193,Lactuca_sativa_5e3,0.9083,0.9720,0.8666
193,Medicago_truncatula_5e3,0.9537,0.9803,0.8801
193,Pisum_sativum_5e3,0.9160,0.9614,0.8201
193,Theobroma_cacao_5e3,0.9513,0.9708,0.8657
194,Brachypodium_distachyon_5e3,0.8473,0.9508,0.8177
194,Brassica_juncea_5e3,0.7972,0.8813,0.7647
194,Brassica_napus_5e3,0.8104,0.9163,0.7833
194,Cajanus_cajan_5e3,0.9458,0.9642,0.8432
194,Glycine_max_5e3,0.9515,0.9765,0.8908
194,Gossypium_raimondii_5e3,0.8649,0.9458,0.7997
194,Lactuca_sativa_5e3,0.9101,0.9631,0.8667
194,Medicago_truncatula_5e3,0.9540,0.9777,0.8793
194,Pisum_sativum_5e3,0.9200,0.9543,0.8196
194,Theobroma_cacao_5e3,0.9480,0.9734,0.8659
195,Brachypodium_distachyon_5e3,0.8366,0.9660,0.8162
195,Brassica_juncea_5e3,0.7750,0.9163,0.7600
195,Brassica_napus_5e3,0.7913,0.9472,0.7821
195,Cajanus_cajan_5e3,0.9356,0.9835,0.8429
195,Glycine_max_5e3,0.9470,0.9860,0.8908
195,Gossypium_raimondii_5e3,0.8643,0.9537,0.8022
195,Lactuca_sativa_5e3,0.9042,0.9741,0.8656
195,Medicago_truncatula_5e3,0.9511,0.9837,0.8792
195,Pisum_sativum_5e3,0.9110,0.9695,0.8189
195,Theobroma_cacao_5e3,0.9484,0.9774,0.8655
196,Brachypodium_distachyon_5e3,0.8458,0.9495,0.8163
196,Brassica_juncea_5e3,0.7914,0.9034,0.7642
196,Brassica_napus_5e3,0.8084,0.9228,0.7829
196,Cajanus_cajan_5e3,0.9402,0.9689,0.8431
196,Glycine_max_5e3,0.9505,0.9797,0.8907
196,Gossypium_raimondii_5e3,0.8701,0.9466,0.8018
196,Lactuca_sativa_5e3,0.9098,0.9644,0.8668
196,Medicago_truncatula_5e3,0.9537,0.9774,0.8793
196,Pisum_sativum_5e3,0.9172,0.9611,0.8212
196,Theobroma_cacao_5e3,0.9495,0.9720,0.8659
