Epoch,Dataset,Recall,Precision,TopKAcc
101,Brachypodium_distachyon_5e3,0.7163,0.9155,0.7306
101,Brassica_juncea_5e3,0.6276,0.7815,0.6544
101,Brassica_napus_5e3,0.6479,0.8827,0.6770
101,Cajanus_cajan_5e3,0.8962,0.9503,0.8126
101,Glycine_max_5e3,0.9048,0.9658,0.8612
101,Gossypium_raimondii_5e3,0.7622,0.8895,0.7288
101,Lactuca_sativa_5e3,0.8267,0.9398,0.8087
101,Medicago_truncatula_5e3,0.9090,0.9609,0.8466
101,Pisum_sativum_5e3,0.8528,0.9444,0.7764
101,Theobroma_cacao_5e3,0.9088,0.9581,0.8435
102,Brachypodium_distachyon_5e3,0.7276,0.9099,0.7347
102,Brassica_juncea_5e3,0.6484,0.7612,0.6544
102,Brassica_napus_5e3,0.6617,0.8743,0.6803
102,Cajanus_cajan_5e3,0.8984,0.9489,0.8124
102,Glycine_max_5e3,0.9092,0.9610,0.8620
102,Gossypium_raimondii_5e3,0.7565,0.8968,0.7284
102,Lactuca_sativa_5e3,0.8306,0.9336,0.8108
102,Medicago_truncatula_5e3,0.9117,0.9584,0.8474
102,Pisum_sativum_5e3,0.8588,0.9376,0.7782
102,Theobroma_cacao_5e3,0.9150,0.9512,0.8434
103,Brachypodium_distachyon_5e3,0.7315,0.9132,0.7379
103,Brassica_juncea_5e3,0.6556,0.7591,0.6570
103,Brassica_napus_5e3,0.6629,0.8761,0.6838
103,Cajanus_cajan_5e3,0.9028,0.9506,0.8119
103,Glycine_max_5e3,0.9082,0.9664,0.8629
103,Gossypium_raimondii_5e3,0.7626,0.8956,0.7280
103,Lactuca_sativa_5e3,0.8287,0.9413,0.8118
103,Medicago_truncatula_5e3,0.9087,0.9633,0.8477
103,Pisum_sativum_5e3,0.8562,0.9425,0.7798
103,Theobroma_cacao_5e3,0.9136,0.9551,0.8443
104,Brachypodium_distachyon_5e3,0.7387,0.8919,0.7377
104,Brassica_juncea_5e3,0.6519,0.7623,0.6567
104,Brassica_napus_5e3,0.6672,0.8679,0.6856
104,Cajanus_cajan_5e3,0.8988,0.9521,0.8143
104,Glycine_max_5e3,0.9115,0.9627,0.8633
104,Gossypium_raimondii_5e3,0.7620,0.8953,0.7347
104,Lactuca_sativa_5e3,0.8334,0.9292,0.8124
104,Medicago_truncatula_5e3,0.9120,0.9591,0.8483
104,Pisum_sativum_5e3,0.8593,0.9401,0.7820
104,Theobroma_cacao_5e3,0.9152,0.9530,0.8448
105,Brachypodium_distachyon_5e3,0.7298,0.9218,0.7401
105,Brassica_juncea_5e3,0.6514,0.7932,0.6686
105,Brassica_napus_5e3,0.6622,0.8874,0.6896
105,Cajanus_cajan_5e3,0.8935,0.9599,0.8151
105,Glycine_max_5e3,0.9076,0.9673,0.8646
105,Gossypium_raimondii_5e3,0.7644,0.9151,0.7378
105,Lactuca_sativa_5e3,0.8279,0.9458,0.8133
105,Medicago_truncatula_5e3,0.9070,0.9662,0.8481
105,Pisum_sativum_5e3,0.8506,0.9501,0.7808
105,Theobroma_cacao_5e3,0.9066,0.9607,0.8448
106,Brachypodium_distachyon_5e3,0.7519,0.8975,0.7439
106,Brassica_juncea_5e3,0.6763,0.7496,0.6691
106,Brassica_napus_5e3,0.6843,0.8602,0.6921
106,Cajanus_cajan_5e3,0.9060,0.9399,0.8166
106,Glycine_max_5e3,0.9155,0.9623,0.8648
106,Gossypium_raimondii_5e3,0.7880,0.8705,0.7389
106,Lactuca_sativa_5e3,0.8413,0.9355,0.8175
106,Medicago_truncatula_5e3,0.9142,0.9621,0.8506
106,Pisum_sativum_5e3,0.8708,0.9324,0.7834
106,Theobroma_cacao_5e3,0.9193,0.9511,0.8450
107,Brachypodium_distachyon_5e3,0.7455,0.9291,0.7507
107,Brassica_juncea_5e3,0.6650,0.8039,0.6801
107,Brassica_napus_5e3,0.6799,0.8974,0.7007
107,Cajanus_cajan_5e3,0.9031,0.9569,0.8183
107,Glycine_max_5e3,0.9118,0.9702,0.8665
107,Gossypium_raimondii_5e3,0.7807,0.9080,0.7457
107,Lactuca_sativa_5e3,0.8309,0.9493,0.8191
107,Medicago_truncatula_5e3,0.9096,0.9698,0.8510
107,Pisum_sativum_5e3,0.8655,0.9478,0.7871
107,Theobroma_cacao_5e3,0.9192,0.9581,0.8487
108,Brachypodium_distachyon_5e3,0.7504,0.9095,0.7504
108,Brassica_juncea_5e3,0.6724,0.7978,0.6811
108,Brassica_napus_5e3,0.6807,0.8818,0.6985
108,Cajanus_cajan_5e3,0.9055,0.9496,0.8174
108,Glycine_max_5e3,0.9155,0.9635,0.8669
108,Gossypium_raimondii_5e3,0.7790,0.9140,0.7479
108,Lactuca_sativa_5e3,0.8407,0.9404,0.8193
108,Medicago_truncatula_5e3,0.9153,0.9624,0.8509
108,Pisum_sativum_5e3,0.8666,0.9435,0.7870
108,Theobroma_cacao_5e3,0.9191,0.9550,0.8497
109,Brachypodium_distachyon_5e3,0.7597,0.9180,0.7569
109,Brassica_juncea_5e3,0.7011,0.7930,0.6930
109,Brassica_napus_5e3,0.7015,0.8824,0.7065
109,Cajanus_cajan_5e3,0.9131,0.9500,0.8193
109,Glycine_max_5e3,0.9178,0.9670,0.8685
109,Gossypium_raimondii_5e3,0.8000,0.8984,0.7502
109,Lactuca_sativa_5e3,0.8463,0.9423,0.8221
109,Medicago_truncatula_5e3,0.9192,0.9634,0.8534
109,Pisum_sativum_5e3,0.8728,0.9422,0.7900
109,Theobroma_cacao_5e3,0.9251,0.9579,0.8509
110,Brachypodium_distachyon_5e3,0.7640,0.9093,0.7579
110,Brassica_juncea_5e3,0.7133,0.7604,0.6926
110,Brassica_napus_5e3,0.7077,0.8731,0.7072
110,Cajanus_cajan_5e3,0.9115,0.9524,0.8216
110,Glycine_max_5e3,0.9208,0.9667,0.8698
110,Gossypium_raimondii_5e3,0.7997,0.8884,0.7515
110,Lactuca_sativa_5e3,0.8485,0.9439,0.8225
110,Medicago_truncatula_5e3,0.9206,0.9649,0.8546
110,Pisum_sativum_5e3,0.8761,0.9383,0.7892
110,Theobroma_cacao_5e3,0.9235,0.9588,0.8497
111,Brachypodium_distachyon_5e3,0.7712,0.8924,0.7576
111,Brassica_juncea_5e3,0.7011,0.7623,0.6930
111,Brassica_napus_5e3,0.7124,0.8541,0.7050
111,Cajanus_cajan_5e3,0.9154,0.9463,0.8205
111,Glycine_max_5e3,0.9232,0.9588,0.8693
111,Gossypium_raimondii_5e3,0.8023,0.8826,0.7519
111,Lactuca_sativa_5e3,0.8548,0.9321,0.8234
111,Medicago_truncatula_5e3,0.9210,0.9611,0.8533
111,Pisum_sativum_5e3,0.8758,0.9383,0.7905
111,Theobroma_cacao_5e3,0.9240,0.9547,0.8494
112,Brachypodium_distachyon_5e3,0.7677,0.9211,0.7625
112,Brassica_juncea_5e3,0.7051,0.8112,0.7067
112,Brassica_napus_5e3,0.7057,0.9007,0.7129
112,Cajanus_cajan_5e3,0.9091,0.9582,0.8216
112,Glycine_max_5e3,0.9201,0.9697,0.8707
112,Gossypium_raimondii_5e3,0.8014,0.9080,0.7589
112,Lactuca_sativa_5e3,0.8496,0.9477,0.8254
112,Medicago_truncatula_5e3,0.9168,0.9701,0.8544
112,Pisum_sativum_5e3,0.8742,0.9464,0.7914
112,Theobroma_cacao_5e3,0.9250,0.9640,0.8532
113,Brachypodium_distachyon_5e3,0.7769,0.8956,0.7616
113,Brassica_juncea_5e3,0.7095,0.7743,0.7008
113,Brassica_napus_5e3,0.7159,0.8787,0.7155
113,Cajanus_cajan_5e3,0.9132,0.9462,0.8223
113,Glycine_max_5e3,0.9230,0.9627,0.8711
113,Gossypium_raimondii_5e3,0.8100,0.8898,0.7565
113,Lactuca_sativa_5e3,0.8571,0.9362,0.8268
113,Medicago_truncatula_5e3,0.9253,0.9575,0.8559
113,Pisum_sativum_5e3,0.8796,0.9385,0.7926
113,Theobroma_cacao_5e3,0.9244,0.9548,0.8514
114,Brachypodium_distachyon_5e3,0.7757,0.9092,0.7640
114,Brassica_juncea_5e3,0.7081,0.7953,0.6984
114,Brassica_napus_5e3,0.7170,0.8858,0.7165
114,Cajanus_cajan_5e3,0.9163,0.9491,0.8231
114,Glycine_max_5e3,0.9236,0.9675,0.8716
114,Gossypium_raimondii_5e3,0.8098,0.9000,0.7581
114,Lactuca_sativa_5e3,0.8554,0.9435,0.8286
114,Medicago_truncatula_5e3,0.9197,0.9677,0.8552
114,Pisum_sativum_5e3,0.8744,0.9447,0.7940
114,Theobroma_cacao_5e3,0.9271,0.9603,0.8524
115,Brachypodium_distachyon_5e3,0.7621,0.9443,0.7657
115,Brassica_juncea_5e3,0.7034,0.8280,0.7074
115,Brassica_napus_5e3,0.7054,0.9167,0.7211
115,Cajanus_cajan_5e3,0.9134,0.9662,0.8259
115,Glycine_max_5e3,0.9190,0.9761,0.8730
115,Gossypium_raimondii_5e3,0.8038,0.9247,0.7609
115,Lactuca_sativa_5e3,0.8521,0.9567,0.8295
115,Medicago_truncatula_5e3,0.9177,0.9728,0.8563
115,Pisum_sativum_5e3,0.8743,0.9549,0.7949
115,Theobroma_cacao_5e3,0.9288,0.9568,0.8529
116,Brachypodium_distachyon_5e3,0.7618,0.9493,0.7686
116,Brassica_juncea_5e3,0.7058,0.8394,0.7120
116,Brassica_napus_5e3,0.7036,0.9292,0.7217
116,Cajanus_cajan_5e3,0.9068,0.9712,0.8259
116,Glycine_max_5e3,0.9207,0.9760,0.8733
116,Gossypium_raimondii_5e3,0.8004,0.9302,0.7638
116,Lactuca_sativa_5e3,0.8498,0.9568,0.8305
116,Medicago_truncatula_5e3,0.9190,0.9722,0.8564
116,Pisum_sativum_5e3,0.8768,0.9555,0.7971
116,Theobroma_cacao_5e3,0.9286,0.9636,0.8564
117,Brachypodium_distachyon_5e3,0.7770,0.9338,0.7693
117,Brassica_juncea_5e3,0.7284,0.8088,0.7153
117,Brassica_napus_5e3,0.7240,0.9076,0.7249
117,Cajanus_cajan_5e3,0.9172,0.9598,0.8263
117,Glycine_max_5e3,0.9246,0.9727,0.8736
117,Gossypium_raimondii_5e3,0.8180,0.9192,0.7667
117,Lactuca_sativa_5e3,0.8592,0.9539,0.8327
117,Medicago_truncatula_5e3,0.9229,0.9703,0.8581
117,Pisum_sativum_5e3,0.8852,0.9470,0.7975
117,Theobroma_cacao_5e3,0.9320,0.9654,0.8566
118,Brachypodium_distachyon_5e3,0.7853,0.8864,0.7639
118,Brassica_juncea_5e3,0.7249,0.7764,0.7106
118,Brassica_napus_5e3,0.7290,0.8676,0.7191
118,Cajanus_cajan_5e3,0.9224,0.9323,0.8234
118,Glycine_max_5e3,0.9277,0.9571,0.8717
118,Gossypium_raimondii_5e3,0.8249,0.8789,0.7636
118,Lactuca_sativa_5e3,0.8630,0.9217,0.8266
118,Medicago_truncatula_5e3,0.9241,0.9530,0.8541
118,Pisum_sativum_5e3,0.8861,0.9366,0.7952
118,Theobroma_cacao_5e3,0.9302,0.9467,0.8531
119,Brachypodium_distachyon_5e3,0.7773,0.9334,0.7730
119,Brassica_juncea_5e3,0.7218,0.8266,0.7168
119,Brassica_napus_5e3,0.7230,0.9076,0.7266
119,Cajanus_cajan_5e3,0.9087,0.9649,0.8257
119,Glycine_max_5e3,0.9246,0.9717,0.8742
119,Gossypium_raimondii_5e3,0.8066,0.9282,0.7636
119,Lactuca_sativa_5e3,0.8560,0.9533,0.8312
119,Medicago_truncatula_5e3,0.9227,0.9671,0.8572
119,Pisum_sativum_5e3,0.8831,0.9489,0.7975
119,Theobroma_cacao_5e3,0.9229,0.9616,0.8544
120,Brachypodium_distachyon_5e3,0.7787,0.9323,0.7716
120,Brassica_juncea_5e3,0.7353,0.7961,0.7137
120,Brassica_napus_5e3,0.7298,0.8987,0.7273
120,Cajanus_cajan_5e3,0.9167,0.9564,0.8268
120,Glycine_max_5e3,0.9277,0.9661,0.8745
120,Gossypium_raimondii_5e3,0.8260,0.9083,0.7696
120,Lactuca_sativa_5e3,0.8608,0.9439,0.8304
120,Medicago_truncatula_5e3,0.9253,0.9644,0.8576
120,Pisum_sativum_5e3,0.8905,0.9388,0.7981
120,Theobroma_cacao_5e3,0.9333,0.9570,0.8550
121,Brachypodium_distachyon_5e3,0.7764,0.9456,0.7737
121,Brassica_juncea_5e3,0.7168,0.8651,0.7208
121,Brassica_napus_5e3,0.7143,0.9304,0.7295
121,Cajanus_cajan_5e3,0.9139,0.9687,0.8280
121,Glycine_max_5e3,0.9196,0.9810,0.8744
121,Gossypium_raimondii_5e3,0.8038,0.9315,0.7685
121,Lactuca_sativa_5e3,0.8477,0.9672,0.8331
121,Medicago_truncatula_5e3,0.9155,0.9794,0.8581
121,Pisum_sativum_5e3,0.8821,0.9583,0.7995
121,Theobroma_cacao_5e3,0.9244,0.9742,0.8569
122,Brachypodium_distachyon_5e3,0.7871,0.9357,0.7743
122,Brassica_juncea_5e3,0.7382,0.8104,0.7214
122,Brassica_napus_5e3,0.7334,0.8990,0.7303
122,Cajanus_cajan_5e3,0.9233,0.9533,0.8283
122,Glycine_max_5e3,0.9299,0.9683,0.8751
122,Gossypium_raimondii_5e3,0.8241,0.9109,0.7674
122,Lactuca_sativa_5e3,0.8657,0.9476,0.8345
122,Medicago_truncatula_5e3,0.9268,0.9669,0.8590
122,Pisum_sativum_5e3,0.8892,0.9434,0.7988
122,Theobroma_cacao_5e3,0.9334,0.9641,0.8565
123,Brachypodium_distachyon_5e3,0.7958,0.9158,0.7747
123,Brassica_juncea_5e3,0.7463,0.7787,0.7158
123,Brassica_napus_5e3,0.7425,0.8892,0.7310
123,Cajanus_cajan_5e3,0.9216,0.9575,0.8282
123,Glycine_max_5e3,0.9293,0.9689,0.8760
123,Gossypium_raimondii_5e3,0.8267,0.9073,0.7718
123,Lactuca_sativa_5e3,0.8687,0.9451,0.8336
123,Medicago_truncatula_5e3,0.9267,0.9693,0.8597
123,Pisum_sativum_5e3,0.8894,0.9451,0.7997
123,Theobroma_cacao_5e3,0.9332,0.9574,0.8563
124,Brachypodium_distachyon_5e3,0.7855,0.9358,0.7756
124,Brassica_juncea_5e3,0.7311,0.8231,0.7208
124,Brassica_napus_5e3,0.7333,0.9105,0.7315
124,Cajanus_cajan_5e3,0.9174,0.9616,0.8283
124,Glycine_max_5e3,0.9272,0.9756,0.8761
124,Gossypium_raimondii_5e3,0.8241,0.9227,0.7748
124,Lactuca_sativa_5e3,0.8649,0.9544,0.8361
124,Medicago_truncatula_5e3,0.9254,0.9713,0.8591
124,Pisum_sativum_5e3,0.8899,0.9506,0.8012
124,Theobroma_cacao_5e3,0.9241,0.9726,0.8572
125,Brachypodium_distachyon_5e3,0.7892,0.9301,0.7757
125,Brassica_juncea_5e3,0.7416,0.8211,0.7262
125,Brassica_napus_5e3,0.7370,0.9095,0.7335
125,Cajanus_cajan_5e3,0.9223,0.9571,0.8292
125,Glycine_max_5e3,0.9294,0.9717,0.8767
125,Gossypium_raimondii_5e3,0.8218,0.9176,0.7708
125,Lactuca_sativa_5e3,0.8666,0.9489,0.8357
125,Medicago_truncatula_5e3,0.9268,0.9699,0.8604
125,Pisum_sativum_5e3,0.8882,0.9510,0.8011
125,Theobroma_cacao_5e3,0.9318,0.9622,0.8570
126,Brachypodium_distachyon_5e3,0.7863,0.9389,0.7778
126,Brassica_juncea_5e3,0.7294,0.8293,0.7211
126,Brassica_napus_5e3,0.7277,0.9194,0.7315
126,Cajanus_cajan_5e3,0.9179,0.9639,0.8293
126,Glycine_max_5e3,0.9251,0.9767,0.8763
126,Gossypium_raimondii_5e3,0.8175,0.9288,0.7713
126,Lactuca_sativa_5e3,0.8598,0.9583,0.8346
126,Medicago_truncatula_5e3,0.9237,0.9747,0.8599
126,Pisum_sativum_5e3,0.8792,0.9615,0.7999
126,Theobroma_cacao_5e3,0.9316,0.9649,0.8574
127,Brachypodium_distachyon_5e3,0.7895,0.9332,0.7780
127,Brassica_juncea_5e3,0.7343,0.8467,0.7284
127,Brassica_napus_5e3,0.7250,0.9189,0.7315
127,Cajanus_cajan_5e3,0.9211,0.9577,0.8282
127,Glycine_max_5e3,0.9264,0.9750,0.8765
127,Gossypium_raimondii_5e3,0.8099,0.9306,0.7706
127,Lactuca_sativa_5e3,0.8625,0.9603,0.8366
127,Medicago_truncatula_5e3,0.9231,0.9743,0.8599
127,Pisum_sativum_5e3,0.8873,0.9554,0.8010
127,Theobroma_cacao_5e3,0.9296,0.9683,0.8563
128,Brachypodium_distachyon_5e3,0.7892,0.9429,0.7782
128,Brassica_juncea_5e3,0.7399,0.8184,0.7288
128,Brassica_napus_5e3,0.7333,0.9163,0.7341
128,Cajanus_cajan_5e3,0.9210,0.9639,0.8295
128,Glycine_max_5e3,0.9288,0.9731,0.8760
128,Gossypium_raimondii_5e3,0.8323,0.9062,0.7755
128,Lactuca_sativa_5e3,0.8662,0.9566,0.8368
128,Medicago_truncatula_5e3,0.9254,0.9698,0.8599
128,Pisum_sativum_5e3,0.8900,0.9505,0.8012
128,Theobroma_cacao_5e3,0.9345,0.9639,0.8573
129,Brachypodium_distachyon_5e3,0.7881,0.9472,0.7783
129,Brassica_juncea_5e3,0.7391,0.8242,0.7305
129,Brassica_napus_5e3,0.7340,0.9120,0.7331
129,Cajanus_cajan_5e3,0.9204,0.9661,0.8297
129,Glycine_max_5e3,0.9285,0.9752,0.8768
129,Gossypium_raimondii_5e3,0.8202,0.9308,0.7725
129,Lactuca_sativa_5e3,0.8664,0.9594,0.8386
129,Medicago_truncatula_5e3,0.9279,0.9723,0.8611
129,Pisum_sativum_5e3,0.8884,0.9513,0.7999
129,Theobroma_cacao_5e3,0.9297,0.9703,0.8577
130,Brachypodium_distachyon_5e3,0.7993,0.9356,0.7803
130,Brassica_juncea_5e3,0.7368,0.8303,0.7253
130,Brassica_napus_5e3,0.7423,0.9172,0.7385
130,Cajanus_cajan_5e3,0.9211,0.9623,0.8289
130,Glycine_max_5e3,0.9301,0.9735,0.8770
130,Gossypium_raimondii_5e3,0.8234,0.9225,0.7735
130,Lactuca_sativa_5e3,0.8693,0.9544,0.8385
130,Medicago_truncatula_5e3,0.9287,0.9708,0.8612
130,Pisum_sativum_5e3,0.8937,0.9520,0.8042
130,Theobroma_cacao_5e3,0.9323,0.9682,0.8578
131,Brachypodium_distachyon_5e3,0.7834,0.9555,0.7785
131,Brassica_juncea_5e3,0.7313,0.8534,0.7258
131,Brassica_napus_5e3,0.7286,0.9375,0.7366
131,Cajanus_cajan_5e3,0.9147,0.9762,0.8303
131,Glycine_max_5e3,0.9257,0.9823,0.8780
131,Gossypium_raimondii_5e3,0.8173,0.9486,0.7795
131,Lactuca_sativa_5e3,0.8599,0.9675,0.8385
131,Medicago_truncatula_5e3,0.9212,0.9809,0.8610
131,Pisum_sativum_5e3,0.8861,0.9611,0.8008
131,Theobroma_cacao_5e3,0.9325,0.9667,0.8591
132,Brachypodium_distachyon_5e3,0.7989,0.9290,0.7796
132,Brassica_juncea_5e3,0.7409,0.8133,0.7288
132,Brassica_napus_5e3,0.7433,0.9072,0.7368
132,Cajanus_cajan_5e3,0.9219,0.9602,0.8294
132,Glycine_max_5e3,0.9318,0.9692,0.8769
132,Gossypium_raimondii_5e3,0.8251,0.9244,0.7741
132,Lactuca_sativa_5e3,0.8700,0.9493,0.8381
132,Medicago_truncatula_5e3,0.9308,0.9655,0.8611
132,Pisum_sativum_5e3,0.8910,0.9473,0.8015
132,Theobroma_cacao_5e3,0.9294,0.9643,0.8595
133,Brachypodium_distachyon_5e3,0.7972,0.9334,0.7796
133,Brassica_juncea_5e3,0.7382,0.8120,0.7269
133,Brassica_napus_5e3,0.7415,0.9134,0.7359
133,Cajanus_cajan_5e3,0.9251,0.9609,0.8297
133,Glycine_max_5e3,0.9289,0.9739,0.8768
133,Gossypium_raimondii_5e3,0.8334,0.9216,0.7759
133,Lactuca_sativa_5e3,0.8680,0.9519,0.8378
133,Medicago_truncatula_5e3,0.9292,0.9702,0.8617
133,Pisum_sativum_5e3,0.8932,0.9477,0.8033
133,Theobroma_cacao_5e3,0.9299,0.9689,0.8584
134,Brachypodium_distachyon_5e3,0.7834,0.9662,0.7827
134,Brassica_juncea_5e3,0.7241,0.8780,0.7346
134,Brassica_napus_5e3,0.7226,0.9459,0.7376
134,Cajanus_cajan_5e3,0.9218,0.9766,0.8316
134,Glycine_max_5e3,0.9252,0.9840,0.8774
134,Gossypium_raimondii_5e3,0.8227,0.9488,0.7763
134,Lactuca_sativa_5e3,0.8603,0.9717,0.8398
134,Medicago_truncatula_5e3,0.9229,0.9822,0.8627
134,Pisum_sativum_5e3,0.8846,0.9680,0.8038
134,Theobroma_cacao_5e3,0.9322,0.9731,0.8586
135,Brachypodium_distachyon_5e3,0.7927,0.9502,0.7826
135,Brassica_juncea_5e3,0.7413,0.8413,0.7331
135,Brassica_napus_5e3,0.7333,0.9307,0.7390
135,Cajanus_cajan_5e3,0.9239,0.9666,0.8305
135,Glycine_max_5e3,0.9300,0.9788,0.8783
135,Gossypium_raimondii_5e3,0.8308,0.9322,0.7769
135,Lactuca_sativa_5e3,0.8622,0.9653,0.8396
135,Medicago_truncatula_5e3,0.9262,0.9773,0.8627
135,Pisum_sativum_5e3,0.8853,0.9650,0.8029
135,Theobroma_cacao_5e3,0.9273,0.9728,0.8577
136,Brachypodium_distachyon_5e3,0.7898,0.9460,0.7805
136,Brassica_juncea_5e3,0.7419,0.8274,0.7269
136,Brassica_napus_5e3,0.7369,0.9243,0.7381
136,Cajanus_cajan_5e3,0.9205,0.9665,0.8313
136,Glycine_max_5e3,0.9298,0.9754,0.8778
136,Gossypium_raimondii_5e3,0.8219,0.9288,0.7741
136,Lactuca_sativa_5e3,0.8698,0.9568,0.8407
136,Medicago_truncatula_5e3,0.9284,0.9737,0.8624
136,Pisum_sativum_5e3,0.8864,0.9583,0.8035
136,Theobroma_cacao_5e3,0.9333,0.9589,0.8585
137,Brachypodium_distachyon_5e3,0.7960,0.9308,0.7781
137,Brassica_juncea_5e3,0.7396,0.8234,0.7259
137,Brassica_napus_5e3,0.7475,0.9010,0.7384
137,Cajanus_cajan_5e3,0.9239,0.9541,0.8302
137,Glycine_max_5e3,0.9325,0.9692,0.8773
137,Gossypium_raimondii_5e3,0.8303,0.9189,0.7765
137,Lactuca_sativa_5e3,0.8726,0.9460,0.8382
137,Medicago_truncatula_5e3,0.9307,0.9658,0.8613
137,Pisum_sativum_5e3,0.8976,0.9423,0.8039
137,Theobroma_cacao_5e3,0.9355,0.9540,0.8577
138,Brachypodium_distachyon_5e3,0.7852,0.9566,0.7805
138,Brassica_juncea_5e3,0.7374,0.8464,0.7313
138,Brassica_napus_5e3,0.7328,0.9261,0.7383
138,Cajanus_cajan_5e3,0.9216,0.9694,0.8307
138,Glycine_max_5e3,0.9270,0.9773,0.8784
138,Gossypium_raimondii_5e3,0.8068,0.9372,0.7741
138,Lactuca_sativa_5e3,0.8629,0.9615,0.8387
138,Medicago_truncatula_5e3,0.9268,0.9749,0.8623
138,Pisum_sativum_5e3,0.8913,0.9540,0.8047
138,Theobroma_cacao_5e3,0.9360,0.9630,0.8574
139,Brachypodium_distachyon_5e3,0.7927,0.9558,0.7834
139,Brassica_juncea_5e3,0.7315,0.8456,0.7283
139,Brassica_napus_5e3,0.7332,0.9315,0.7379
139,Cajanus_cajan_5e3,0.9182,0.9732,0.8308
139,Glycine_max_5e3,0.9279,0.9797,0.8781
139,Gossypium_raimondii_5e3,0.8263,0.9321,0.7778
139,Lactuca_sativa_5e3,0.8660,0.9638,0.8404
139,Medicago_truncatula_5e3,0.9269,0.9766,0.8625
139,Pisum_sativum_5e3,0.8879,0.9633,0.8036
139,Theobroma_cacao_5e3,0.9273,0.9711,0.8572
140,Brachypodium_distachyon_5e3,0.7987,0.9432,0.7836
140,Brassica_juncea_5e3,0.7481,0.8367,0.7325
140,Brassica_napus_5e3,0.7430,0.9216,0.7388
140,Cajanus_cajan_5e3,0.9267,0.9577,0.8313
140,Glycine_max_5e3,0.9310,0.9739,0.8787
140,Gossypium_raimondii_5e3,0.8239,0.9219,0.7761
140,Lactuca_sativa_5e3,0.8696,0.9591,0.8401
140,Medicago_truncatula_5e3,0.9287,0.9733,0.8629
140,Pisum_sativum_5e3,0.8952,0.9496,0.8030
140,Theobroma_cacao_5e3,0.9382,0.9639,0.8605
141,Brachypodium_distachyon_5e3,0.7932,0.9580,0.7827
141,Brassica_juncea_5e3,0.7453,0.8410,0.7318
141,Brassica_napus_5e3,0.7355,0.9355,0.7388
141,Cajanus_cajan_5e3,0.9235,0.9718,0.8336
141,Glycine_max_5e3,0.9293,0.9798,0.8790
141,Gossypium_raimondii_5e3,0.8224,0.9435,0.7772
141,Lactuca_sativa_5e3,0.8674,0.9638,0.8403
141,Medicago_truncatula_5e3,0.9278,0.9778,0.8631
141,Pisum_sativum_5e3,0.8891,0.9655,0.8058
141,Theobroma_cacao_5e3,0.9323,0.9686,0.8578
142,Brachypodium_distachyon_5e3,0.8027,0.9420,0.7857
142,Brassica_juncea_5e3,0.7531,0.8320,0.7369
142,Brassica_napus_5e3,0.7496,0.9188,0.7417
142,Cajanus_cajan_5e3,0.9264,0.9671,0.8327
142,Glycine_max_5e3,0.9318,0.9771,0.8798
142,Gossypium_raimondii_5e3,0.8335,0.9339,0.7807
142,Lactuca_sativa_5e3,0.8726,0.9581,0.8426
142,Medicago_truncatula_5e3,0.9312,0.9739,0.8638
142,Pisum_sativum_5e3,0.8960,0.9532,0.8061
142,Theobroma_cacao_5e3,0.9344,0.9696,0.8596
143,Brachypodium_distachyon_5e3,0.7967,0.9535,0.7839
143,Brassica_juncea_5e3,0.7378,0.8614,0.7385
143,Brassica_napus_5e3,0.7391,0.9401,0.7431
143,Cajanus_cajan_5e3,0.9189,0.9764,0.8328
143,Glycine_max_5e3,0.9301,0.9821,0.8796
143,Gossypium_raimondii_5e3,0.8294,0.9472,0.7829
143,Lactuca_sativa_5e3,0.8685,0.9684,0.8421
143,Medicago_truncatula_5e3,0.9284,0.9793,0.8636
143,Pisum_sativum_5e3,0.8903,0.9652,0.8061
143,Theobroma_cacao_5e3,0.9298,0.9774,0.8591
144,Brachypodium_distachyon_5e3,0.7916,0.9488,0.7829
144,Brassica_juncea_5e3,0.7419,0.8584,0.7324
144,Brassica_napus_5e3,0.7381,0.9224,0.7399
144,Cajanus_cajan_5e3,0.9238,0.9646,0.8310
144,Glycine_max_5e3,0.9309,0.9765,0.8787
144,Gossypium_raimondii_5e3,0.8315,0.9305,0.7790
144,Lactuca_sativa_5e3,0.8693,0.9596,0.8418
144,Medicago_truncatula_5e3,0.9288,0.9757,0.8630
144,Pisum_sativum_5e3,0.8894,0.9604,0.8047
144,Theobroma_cacao_5e3,0.9288,0.9707,0.8592
145,Brachypodium_distachyon_5e3,0.8013,0.9437,0.7848
145,Brassica_juncea_5e3,0.7535,0.8347,0.7393
145,Brassica_napus_5e3,0.7453,0.9280,0.7408
145,Cajanus_cajan_5e3,0.9250,0.9673,0.8321
145,Glycine_max_5e3,0.9328,0.9754,0.8801
145,Gossypium_raimondii_5e3,0.8342,0.9282,0.7817
145,Lactuca_sativa_5e3,0.8727,0.9593,0.8423
145,Medicago_truncatula_5e3,0.9315,0.9748,0.8638
145,Pisum_sativum_5e3,0.8947,0.9579,0.8055
145,Theobroma_cacao_5e3,0.9335,0.9689,0.8579
146,Brachypodium_distachyon_5e3,0.7969,0.9531,0.7865
146,Brassica_juncea_5e3,0.7418,0.8605,0.7355
146,Brassica_napus_5e3,0.7422,0.9303,0.7434
146,Cajanus_cajan_5e3,0.9212,0.9729,0.8327
146,Glycine_max_5e3,0.9322,0.9793,0.8802
146,Gossypium_raimondii_5e3,0.8257,0.9394,0.7812
